No.,Description,Description 2,Base Unit of Measure,Unit Price,Days to Expire,Days to Sell,Brand,Size Description,Storage Type,Sales to Retail Conv. Factor
07637K,SPICY SESAME OIL TUNA CAN (S_4CAN),동원맛참 매콤참기름 (S_4 참치캔),CS,96,1745,90,DONGWON,12X4X4.8 OZ,Dry,12
07638K,TUNA CAN (FIERY HOT_S),불참치 (S),CS,96,1745,90,DONGWON,48X4.8 OZ,Dry,48
07639K,TUNA CAN (KOREAN BBQ_S),갈비참치 (S),CS,96,1745,90,DONGWON,48X4.8 OZ,Dry,48
07823T,FISH SAUCE (33.8OZ),멸치 액젓 (33.8OZ),CS,16,640,90,ASSI,12X33.08 OZ,Dry,12
07824K,FISH SAUCE (1.18 GAL),멸치 액젓 (1.18 GAL),CS,27,640,90,ASSI,3X1.18 GAL,Dry,3
07826T,FISH SAUCE,피쉬 소스,CS,27,640,90,THREEELEPHANTS,12X23.67 OZ,Dry,12
07834K,ANCHOVY GOLD FISH SAUCE (900ML),멸치액젓 (900ML),CS,0,690,90,YISSINE,12X30.4 OZ,Dry,12
07839K,LANCEFISH SAUCE (S),까나리 액젓 (S),CS,51,460,90,ASSI,12X30.4 OZ,Dry,12
07845K,FISH SAUCE (ANCHOVY),남해안 멸치 액젓,CS,54,640,90,ASSI,12X30.4 OZ,Dry,12
07846K,FISH SAUCE (SAND LANCE),서해안 까나리 액젓,CS,57,640,90,ASSI,12X30.4 OZ,Dry,12
08001D,ICHIBAN RAMEN (ORIGINAL US24),이찌방 라면 (오리지날 US24),CS,17,330,90,SAPPORO,24X3.5 OZ,Dry,24
08002K,NAENGMYEON (2S_ BEEF),웰빙 사골 냉면 (2S),CS,47,460,90,YISSINE,10X36.03 OZ,Dry,10
08003K,NAENGMYEON (2S_ RADISH KIMCHI),웰빙 동치미 냉면 (2S),CS,45,460,90,YISSINE,10X36.03 OZ,Dry,10
08011K,DRIED NAENGMYEON (5S_BUCKWHEAT),순메밀 냉면 (5S),CS,79,460,90,ASSI,2X10X24 OZ,Dry,2
08014K,NAENGMYEON (W/O SOUP BASE),스프없는 순메밀 냉면,CS,70,640,90,ASSI,2X10X1.5 LB,Dry,2
08015K,SEAFOOD RAMEN (KING CUP),일품 해물 라면 (킹컵),CS,26,280,90,PALDO,16X3.88 OZ,Dry,16
08016K,HWA RAMEN (KING CUP),화 라면 (킹컵),CS,26,280,90,PALDO,16X3.88 OZ,Dry,16
08017K,NAENGMYEON (W/ SPICY SAUCE),비빔 냉면,CS,68,460,90,ASSI,2X10X1.35 LB,Dry,2
08021K,JAPCHAE NOODLES (L),잡채당면 (L),CS,79,640,90,ASSI,8X4 LB,Dry,8
08022K,SWEET POTATO NOODLES (SPECIAL_ 2#),특 당면 (2#),CS,55,640,90,YISSINE,12X2 LB,Dry,12
08024K,SWEET POTATO NOODLES (JANGTEO),장터 골드 당면,CS,82,640,90,ASSI,44X12 OZ,Dry,44
08025K,CUT SWEET POTATO NOODLES (S),자른 장터당면 (S),CS,52,640,90,ASSI,24X12 OZ,Dry,24
08026K,SWEET POTATO NOODLES (JAPCHAE_ 33#),잡채 당면 (33#),CS,66,640,90,ASSI,33 LB,Dry,1
08027K,SWEET POTATO NOODLES (JAPCHAE_1.5#),잡채 당면 (1.5#),CS,58,640,90,ASSI,15X1.5 LB,Dry,15
08034K,KIMCHI RAMEN (5P),김치 라면 (5P),CS,51,280,90,SAMYANG,8X5X4.23 OZ,Dry,8
08038K,SAMYANG RAMEN (CUP_ 6P),삼양 라면 컵 (6P),CS,8.9,280,90,SAMYANG,6X2.29 OZ,Dry,6
08041K,SAVORY VEGETABLE RAMEN (5P),맛있는 라면 (5P),CS,55,280,90,SAMYANG,8X5X4.06 OZ,Dry,8
08044D,ORIGINAL RAMEN (5P),오리지날 라면 (5P),CS,22,330,90,SAPPORO,6X5X3.5 OZ,Dry,6
08045D,MISO RAMEN (5P),미소 라면 (5P),CS,25,330,90,SAPPORO,6X5X3.55 OZ,Dry,6
08046K,KIMCHI RAMEN,김치라면,CS,11.5,280,90,SAMYANG,20X4.23 OZ,Dry,20
08048K,SEAFOOD PARTY RAMEN (5P),해물파티(5P),CS,27,280,90,SAMYANG,8X5X4.4 OZ,Dry,8
08050K,SAMYANG RAMEN ORIGINAL (5P),삼양 라면 오리지널 (5P),CS,44,280,90,SAMYANG,8X5X4.23 OZ,Dry,8
08051K,SUTAH RAMEN (5P_HOT&SPICY BEEF FLAVOR),수타면 (5P),CS,49,280,90,SAMYANG,8X5X4.23 OZ,Dry,8
08052K,JJAJANG RAMEN (5P),짜장라면 (5P),CS,45,280,90,SAMYANG,8X5X4.94 OZ,Dry,8
08055D,SHIO RAMEN (5P),시오 라면 (5P),CS,25,330,90,SAPPORO,6X5X3.6 OZ,Dry,6
08057K,SAMYANG RAMEN ORIGINAL,삼양 라면 오리지널,CS,22,280,90,SAMYANG,20X4.23 OZ,Dry,20
08058K,HOT BEEF FLAVOR RAMEN (5P),쇠고기면 (5P),CS,24,280,90,SAMYANG,8X5X4.23 OZ,Dry,8
08059K,UDON (5P),우동 (5P),CS,12.1,280,90,SAMYANG,4X5X4.23 OZ,Dry,4
08062J,TOMOSHIRAGA SOMEN (3#),토모시라가 소면 (3#),CS,49,640,90,ASSI,12X3 LB,Dry,12
08064J,UDON NOODLES (HOSHI MARU_3#),호시마루 우동 (3#),CS,73,280,90,HANA,12X3 LB,Dry,12
08066K,CHUNCHEON STYLE BUCKWHEAT COLD NOODLES (2S),춘천 막국수 (2S),CS,56,460,90,ASSI,12X17.7 OZ,Dry,12
08068K,JJOL-MYEON W/ SAUCE,비빔 생쫄면,CS,41,460,90,ASSI,12X14.81 OZ,Dry,12
08070K,ORIENTAL STYLE NOODLES,소면,CS,0,600,90,ASSI,12X2 LB,Dry,12
08071K,KALGUKSU NOODLES (5P_CLAM FLAVOR),바지락 칼국수 (5P),CS,24,280,90,SAMYANG,8X5X3.53 OZ,Dry,8
08076K,EXTREME BULDAK ZZALDDUK SNACK,핵 불닭 짤떡 스낵,CS,0,280,90,SAMYANG,24X2.82 OZ,Dry,24
08080K,INSTANT UDON (SEAFOOD_ 2P),해물맛 우동 (2P),CS,47,280,90,ASSI,16X15.3 OZ,Dry,16
08081K,HOT & SPICY UDON NOODLE (2P),육개장 우동 (2P),CS,45,280,90,ASSI,16X15.3 OZ,Dry,16
08082K,INSTANT UDON (KATSUO_ 2P),가쓰오 우동 (2P),CS,47,280,90,ASSI,16X16.71 OZ,Dry,16
08084K,NOODLES (W/O Soup),라면 사리(W/O SOUP BASE),CS,16,285,90,UNBRANDED,60X3.53 OZ,Dry,60
08085T,ORIENTAL STYLE NOODLES,오리엔탈 스타일 누들,CS,70,280,90,WAIWAI,6X30X2.1 OZ,Dry,180
08087T,SHRIMP TOM YUM NOODLES (CUP),쉬림프 탐염 누들 (CUP),CS,14,370,90,MAMA,12X2.47 OZ,Dry,12
08088T,CHICKEN NOODLES (CUP),치킨 누들 (CUP),CS,13.5,370,90,MAMA,12X2.47 OZ,Dry,12
08089T,PORK NOODLES (CUP),포크 누들 (CUP),CS,13.8,370,90,MAMA,12X2.47 OZ,Dry,12
08090K,KATSUO UDON NOODLE BOWL,가쓰오 우동,CS,52,280,90,ASSI,4X6X8.3 OZ,Dry,4
08091K,SEAFOOD UDON NOODLE BOWL,해물맛 우동,CS,50,280,90,ASSI,4X6X7.7 OZ,Dry,4
08092K,HOT & SPICY UDON NOODLE BOWL,육개장 우동,CS,49,280,90,ASSI,4X6X7.58 OZ,Dry,4
08093K,INSTANT SPICY SEAFOOD NOODLE BOWL,수타식 짬뽕 (BOWL),CS,57,280,90,ASSI,4X6X7.9 OZ,Dry,4
08094K,INSTANT JJAJANG NOODLE BOWL,수타식 짜장 (BOWL),CS,53,280,90,ASSI,4X6X8.2 OZ,Dry,4
08095T,SHRIMP TOM YUM NOODLES,쉬림프 탐염 누들,CS,72,370,90,MAMA,6X20X3.17 OZ,Dry,120
08096T,CHICKEN NOODLES,치킨 누들,CS,72,370,90,MAMA,6X20X3.17 OZ,Dry,120
08097T,PORK NOODLES,포크 누들,CS,71,370,90,MAMA,6X20X3.17 OZ,Dry,120
08098T,CREAMY TOM YUM NOODLES,크리미 탐염 누들,CS,71,370,90,MAMA,6X20X3.17 OZ,Dry,120
08100K,KIMCHI RICE NOODLE SOUP BOWL,김치맛 쌀국수,CS,42,640,90,ASSI,4X8X3.17 OZ,Dry,4
08101K,PHO (VIETNAMESE RICE NOODLE SOUP BOWL),월남국수,CS,41,640,90,ASSI,4X6X3.5 OZ,Dry,4
08106K,ANCHOVY FLAVOR  RICE NOODLE SOUP BOWL,멸치맛 쌀국수,CS,42,640,90,ASSI,4X8X3.17 OZ,Dry,4
08107K,BEEF FLAVOR RICE NOODLE SOUP BOWL,사골맛 쌀국수,CS,43,640,90,ASSI,4X8X3.1 OZ,Dry,4
08108K,HOT & SPICY RICE NOODLE SOUP BOWL,육개장맛 쌀국수,CS,48,640,90,ASSI,4X8X3.1 OZ,Dry,4
08109K,DRIED NOODLES (MAK_5#),장터 막국수 (5#),CS,39,640,90,ASSI,6X5 LB,Dry,6
08110K,MAK-GUKSOO NOODLES (4#),장터 막국수 (4#),CS,43,640,90,ASSI,9X4 LB,Dry,9
08111K,JJA-JANG NOODLES (4#),장터 짜장국수 (4#),CS,44,640,90,ASSI,9X4 LB,Dry,9
08112K,UDON NOODLES (4#),장터 우동국수 (4#),CS,44,640,90,ASSI,9X4 LB,Dry,9
08113K,MAK-GUKSOO NOODLES (2#),장터 막국수 (2#),CS,46,640,90,ASSI,18X2 LB,Dry,18
08114K,JJA-JANG NOODLES (2#),장터 짜장국수 (2#),CS,50,640,90,ASSI,18X2 LB,Dry,18
08115K,UDON NOODLES (2#),장터 우동국수 (2#),CS,44,640,90,ASSI,18X2 LB,Dry,18
08117K,KAL-GUKSOO NOODLES (2#),장터 칼국수 (2#),CS,45,640,90,ASSI,18X2 LB,Dry,18
08118K,KAL-GUKSOO NOODLES (4#),장터 칼국수 (4#),CS,43,640,90,ASSI,9X4 LB,Dry,9
08119K,SEOUL STYLE DRIED NOODLES (MAKGUKSU),막국수,CS,0,600,90,SEOUL,9X4 LB,Dry,9
08142J,ICHIBAN RAMEN (BEEF),이찌방 라면 (소고기),CS,17,330,90,SAPPORO,24X3.5 OZ,Dry,24
08143J,ICHIBAN RAMEN (CHICKEN),이찌방 라면 (닭고기),CS,17,330,90,SAPPORO,24X3.5 OZ,Dry,24
08144J,ICHIBAN RAMEN (SHRIMP),이찌방 라면 (새우),CS,17,330,90,SAPPORO,24X3.5 OZ,Dry,24
08145K,WIDE SWEET POTATO NOODLES,옛날 납작 당면,CS,80,640,90,OTOKI,20X14.1 OZ,Dry,20
08147K,SHIN RAMEN (10P),신 라면 (10P),CS,10.9,330,90,NONGSHIM,10X4.2 OZ,Dry,10
08148J,STIR FRY NOODLES W/SEASONING,야끼 소바 (챠우멘),CS,17,330,90,SAPPORO,24X3.6 OZ,Dry,24
08150K,ASIAN NOODLES (MAK_ORGANIC),유기농 막국수,CS,82,640,90,ORGANICRANCH,12X3 LB,Dry,12
08153K,ASIAN NOODLES (SOMEN_ORGANIC),유기농 소면,CS,79,640,90,ORGANICRANCH,12X3 LB,Dry,12
08155K,BULDAK RAMEN (5P),불닭 볶음면 (5P),CS,53,280,90,SAMYANG,8X5X4.9 OZ,Dry,8
08156K,ASIAN NOODLES (SOBA_ORGANIC),유기농 메밀 국수,CS,84,640,90,ORGANICRANCH,12X3 LB,Dry,12
08157K,BULDAK RAMEN (CUP_6P),불닭 볶음면 컵 (6P),CS,10.2,280,90,SAMYANG,6X2.47 OZ,Dry,6
08158K,BULDAK RAMEN (BIG BOWL),불닭 볶음면 큰컵,CS,36,280,90,SAMYANG,16X3.7 OZ,Dry,16
08160K,SHANDONG NOODLES (WIDE),산동라면 (WIDE),CS,0,600,90,EMPEROR,8X4.4 LB,Dry,8
08163K,SHANDONG NOODLES (MEDIUM),산동라면 (MEDIUM),CS,0,600,90,EMPEROR,8X4.4 LB,Dry,8
08165K,BULNAK HOT OCTOPUS RAMEN (4P),불낙 볶음면 (4P),CS,21,280,90,PALDO,4X4X4.58 OZ,Dry,4
08166K,SHANDONG NOODLES (THIN),산동라면 (THIN),CS,0,600,90,EMPEROR,8X4.4 LB,Dry,8
08171K,RABOKKI STIR-FRIED RAMEN (4P),라볶이 라면 (4P),CS,23,280,90,PALDO,4X4X5.11 OZ,Dry,4
08173K,MAT CHAMPONG NOODLES (4P),맛 짬뽕 (4P),CS,63,220,60,NONGSHIM,8X4X4.58 OZ,Dry,8
08178K,SOON KIMCHI RAMEN (CUP_6P),순 김치 컵라면 (6P),CS,8.3,280,90,NONGSHIM,6X2.64 OZ,Dry,6
08179K,CHEESE BULDAK RAMEN (5P),치즈 불닭 볶음면 (5P),CS,55,280,90,SAMYANG,8X5X4.94 OZ,Dry,8
08180K,SHIN RAMEN (4P),신 라면 (4P),CS,17,330,90,NONGSHIM,4X4X4.2 OZ,Dry,4
08185K,NAMJA RAMEN (5P),남자 라면 (5P),CS,25,280,90,PALDO,4X5X4.06 OZ,Dry,4
08189K,SHIN RAMEN BLACK (4P),신 라면 블랙 (4P),CS,53,330,90,NONGSHIM,6X4X4.58 OZ,Dry,6
08193K,SHIN RAMEN BLACK (CUP_6P),신 라면 블랙 컵 (6P),CS,14.7,330,90,NONGSHIM,6X3.5 OZ,Dry,6
08198K,ANSUNGTANGMYUN RAMEN (4P_ SPICY MISO),안성탕면 (4P),CS,31,330,90,NONGSHIM,6X4X4.4 OZ,Dry,6
08200K,KIMCHI RAMEN (4P),김치 라면 (4P),CS,31,330,90,NONGSHIM,6X4X4.2 OZ,Dry,6
08203K,MUPAMA RAMEN (4P),무파마탕면 (4P),CS,59,280,90,NONGSHIM,8X4X4.3 OZ,Dry,8
08206K,TEMPURA UDON  (CUP_6P),튀김우동 컵 (6P),CS,8,280,90,NONGSHIM,6X2.64 OZ,Dry,6
08207K,NEOGURI UDON (SPICY SEAFOOD),너구리,CS,20,330,90,NONGSHIM,16X4.2 OZ,Dry,16
08210K,CHAMPONG RAMEN,오징어 짬뽕,CS,30,220,60,NONGSHIM,20X4.37 OZ,Dry,20
08211K,CHAPAGETTI NOODLES,짜파게티,CS,22,330,90,NONGSHIM,16X4.5 OZ,Dry,16
08212K,SHIN RAMEN (BOWL 12P),신 사발면,CS,13.1,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08213K,HOT & SPICY RAMEN (BOWL),육개장 사발면,CS,13,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08215K,UDON RAMEN (BIG BOWL),튀김우동 큰사발,CS,27,330,90,NONGSHIM,12X4.02 OZ,Dry,12
08217K,SHIN RAMEN (BIG BOWL 12P),신 큰사발,CS,19,330,90,NONGSHIM,12X4.02 OZ,Dry,12
08219K,SHIN RAMEN (16P),신 라면,CS,20,330,90,NONGSHIM,16X4.2 OZ,Dry,16
08220K,SHIN RAMEN (CUP_6P),신 라면 컵 (6P),CS,7.6,220,60,NONGSHIM,6X2.64 OZ,Dry,6
08221K,FRESH UDON (BOWL_12P),생생우동 사발 (12P),CS,48,160,60,NONGSHIM,12X9.73 OZ,Dry,12
08223K,FRESH UDON,생생우동,CS,58,160,60,NONGSHIM,20X9.73 OZ,Dry,20
08224K,KIMCHI RAMEN (BOWL),김치 사발면,CS,14.1,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08225K,SHRIMP RAMEN (CUP_6P),새우탕 컵 (6P),CS,8.2,280,90,NONGSHIM,6X2.3 OZ,Dry,6
08226K,BEEF RAMEN (BOWL),소고기 사발면,CS,14.9,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08229K,SOON RAMEN (4P),순 라면 (4P),CS,46,270,60,NONGSHIM,8X4X3.95 OZ,Dry,8
08235K,NEOGURI UDON (4P_SPICY SEAFOOD),너구리 (4P),CS,31,330,90,NONGSHIM,6X4X4.2 OZ,Dry,6
08236K,CHAPAGETTI NOODLES (4P),짜파게티 (4P),CS,33,330,90,NONGSHIM,6X4X4.5 OZ,Dry,6
08242K,HOT SPICY RAMEN (CUP),육개장 라면 (컵),CS,8.3,280,90,OTOKI,6X2.18 OZ,Dry,6
08248K,JIN RAMEN (CUP_MILD),진 라면 컵 (순한맛),CS,5.4,280,90,OTOKI,6X2.29 OZ,Dry,6
08252K,"JIN RAMEN (SPICY, 18P)","진 라면 (매운맛, 18P)",CS,18,280,90,OTOKI,18X4.23 OZ,Dry,18
08253K,"JIN RAMEN (MILD, 18P)","진 라면 (순한맛, 18P)",CS,18,280,90,OTOKI,18X4.23 OZ,Dry,18
08256K,YEUL RAMEN (5P_HOT),열 라면 (5P),CS,49,280,90,OTOKI,8X5X4.23 OZ,Dry,8
08257K,JJAJANG NOODLES (5P_BLACK BEAN),북경 짜장 (5P),CS,49,280,90,OTOKI,8X5X4.76 OZ,Dry,8
08258K,CHAMPONG NOODLES (5P_SPICY SEAFOOD),북경 짬뽕 (5P),CS,49,280,90,OTOKI,8X5X4.23 OZ,Dry,8
08277K,BIBIM JJOL-MYEON,면발의 신 생쫄비빔면,CS,78,190,60,DONGWON,20X14.29 OZ,Dry,20
08278K,BUCKWHEAT NOODLES W/ SPICY SAUCE,면발의 신 쟁반 막국수,CS,78,190,60,DONGWON,20X14.29 OZ,Dry,20
08279K,"JIN RAMEN (MILD, 4P)","진 라면 (순한맛, 4P)",CS,35,280,90,OTOKI,8X4X4.23 OZ,Dry,8
08280K,"JIN RAMEN (SPICY, 4P)","진 라면 (매운맛, 4P)",CS,35,280,90,OTOKI,8X4X4.23 OZ,Dry,8
08285K,CHEESE FROMAGE RAMYUN (4P),치즈라면 (4P),CS,0,351,90,PALDO,8X4X3.91 OZ,Dry,8
08286K,SOON RAMEN (CUP_6P),순 라면 컵 (6P),CS,8.6,280,90,NONGSHIM,6X2.64 OZ,Dry,6
08288K,KIMCHI RAMEN (5P),김치라면 (5P),CS,52,280,90,OTOKI,8X5X4.23 OZ,Dry,8
08290K,CHICKEN RAMEN (BOWL_SPICY),닭개장 사발면 (매운맛),CS,16,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08291K,SHRIMP RAMEN (BOWL_SPICY),새우 사발면 (매운맛),CS,15,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08293K,CHICKEN RAMEN (BOWL_MILD),닭개장 사발면 (순한맛),CS,14.5,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08294K,SHRIMP RAMEN (BOWL_MILD),새우 사발면 (순한맛),CS,15,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08295K,LOBSTER RAMEN (BOWL),랍스터 사발면,CS,15,330,90,NONGSHIM,12X3.03 OZ,Dry,12
08301K,BUCKWHEAT NOODLE W/O SOUP BASE,메밀국수,CS,0,600,90,HANA,30X10.5 OZ,Dry,30
08302J,BUCKWHEAT NOODLES (ZARU SOBA_4#),자루 소바 (4#),CS,54,640,90,KABUTO,9X4 LB,Dry,9
08304K,SOBA NOODLES (L),봉평 메밀국수 (L),CS,45,640,90,ASSI,9X3.5 LB,Dry,9
08305J,BUCKWHEAT NOODLES (ZARU SOBA_28 OZ),자루 소바 (28 OZ),CS,50,640,90,KABUTO,18X28 OZ,Dry,18
08308K,SOBA NOODLES (S),봉평 메밀국수 (S),CS,39,640,90,ASSI,12X2 LB,Dry,12
08309K,K.ARMY STEW STYLE NOODLE SOUP,부대찌개 라면 (4P),CS,53,330,90,NONGSHIM,6X4X4.65 OZ,Dry,6
08313J,BUCKWHEAT NOODLES (YAMAIMO SOBA),야마이모(마) 소바,CS,51,640,90,HANA,18X28.2 OZ,Dry,18
08324K,JIN RAMEN CUP (SPICY),진 라면 컵 (매운맛),CS,7,280,90,OTOKI,6X2.29 OZ,Dry,6
08325K,JIN RAMEN CUP (MILD),진 라면 컵 (순한맛),CS,6.9,280,90,OTOKI,6X2.29 OZ,Dry,6
08341K,VEGAN SHIN RAMEN (CUP_6P),VEGAN 신 라면 컵 (6P),CS,7.9,330,90,NONGSHIM,6X2.64 OZ,Dry,6
08343K,ODONGTONG NOODLES (4P_SEAFOOD),오동통면 (4P),CS,48,280,90,OTOKI,8X4X4.23 OZ,Dry,8
08344K,SHIN RAMEN BLACK (4P),신 라면 블랙 (4P),CS,34,330,90,NONGSHIM,4X4X4.2 OZ,Dry,4
08345K,NEOGURI UDON (4P_SPICY SEAFOOD),너구리 (4P),CS,19,330,90,NONGSHIM,4X4X4.2 OZ,Dry,4
08346K,KIMCHI RAMEN (4P),김치 라면 (4P),CS,20,330,90,NONGSHIM,4X4X4.42 OZ,Dry,4
08347K,ANSUNGTANGMYUN RAMEN (4P_ SPICY MISO),안성탕면 (4P),CS,20,330,90,NONGSHIM,4X4X4.4 OZ,Dry,4
08348K,CHAPAGETTI NOODLES (4P),짜파게티 (4P),CS,20,330,90,NONGSHIM,4X4X4.5 OZ,Dry,4
08355K,JIN RAMEN (4P_ VEGGIE),진 라면 (4P_VEGGIE),CS,49,280,90,OTOKI,8X4X3.88 OZ,Dry,8
08358K,SHIN RAMEN (BIG BOWL 6P),신 큰사발,CS,13.2,351,90,NONGSHIM,6X4.02 OZ,Dry,6
08366K,NEOGURI (10P_ SPICY SEAFOOD),너구리 (10P),CS,12.7,351,90,NONGSHIM,10X4.2 OZ,Dry,10
08367K,CHAPAGETTI (10P),짜파게티 (10P),CS,13.7,351,90,NONGSHIM,10X4.5 OZ,Dry,10
08378K,JIN JJAMBBONG (4P),진 짬뽕 (4P),CS,57,280,90,OTOKI,8X4X4.59 OZ,Dry,8
08379K,SESAME RAMEN (5P),참깨라면 (5P),CS,65,280,90,OTOKI,8X5X4.06 OZ,Dry,8
08380K,SNACK RAMEN (5P),스낵라면 (5P),CS,50,280,90,OTOKI,8X5X3.81 OZ,Dry,8
08381V,RICE NOODLE SOUP BOWL BEEF FLAVOR (PHO BO),월남 쌀국수 (소고기맛_BOWL),CS,8.7,460,90,VIETWAY,8X2.59 OZ,Dry,8
08383K,UDON NOODLE SOUP (SEAWEED_ 3P),하이면 (SEAWEED),CS,38,190,60,SAMLIP,6X24.02 OZ,Dry,6
08384K,UDON NOODLE SOUP (KATSUO_ 3P),하이면 (KATSUO),CS,39,190,60,SAMLIP,6X24.34 OZ,Dry,6
08385K,UDON NOODLE SOUP (SPICY_ 3P),하이면 (SPICY),CS,38,190,60,SAMLIP,6X24.76 OZ,Dry,6
08386K,SQUID CHAMPONG RAMEN (4P),오징어 짬뽕 (4P),CS,0,351,90,NONGSHIM,8X4X4.37 OZ,Dry,8
08387K,SHIN RAMEN GOLD (4P),신 라면 골드 (4P),CS,35,351,90,NONGSHIM,4X4X4.58 OZ,Dry,4
08388K,SHIN RAMEN GREEN (4P),신 라면 그린 (4P),CS,35,351,90,NONGSHIM,4X4X4.4 OZ,Dry,4
08389K,TONKOTSU KUROMAYU (BIG BOWL),돈코츠 크로마유,CS,15,330,90,NONGSHIM,6X3.56 OZ,Dry,6
08390K,CHAPAGETTI NOODLES (BIG BOWL),짜파게티 큰사발,CS,26,280,90,NONGSHIM,12X4.02 OZ,Dry,12
08391K,NEOGURI UDON (BIG BOWL),너구리 큰사발,CS,26,280,90,NONGSHIM,12X4.02 OZ,Dry,12
08396K,SHIN RAMEN BLACK (10P),신 라면 블랙 (10P),CS,22,335,90,NONGSHIM,10X4.58 OZ,Dry,10
08397K,SHIN RAMEN RED (4P),신 라면 RED (4P),CS,59,335,90,NONGSHIM,8X4X4.4 OZ,Dry,8
08398K,WHITE JJAMPPONG,사천 백짬뽕,CS,52,335,90,NONGSHIM,8X4X3.31 OZ,Dry,8
08399K,SHIN RAMEN STIR FRY,신 라면 볶음면,CS,64,335,90,NONGSHIM,8X4X4.76 OZ,Dry,8
08400K,SHIN RAMEN TOOMBA (SPICY&CREAMY),신 라면 툼바,CS,31,335,90,NONGSHIM,4X4X4.83 OZ,Dry,4
08401K,SHIN RAMEN STIR-FRY (SQ BOWL),신 라면 볶음면 사각사발,CS,0,351,90,NONGSHIM,6X3.73 OZ,Dry,6
08402K,SHIN RAMEN RED (BIG BOWL),신 라면 레드 큰사발,CS,0,351,90,NONGSHIM,6X4.12 OZ,Dry,6
08403K,HOT & SOUR NOODLES (BIG BOWL),산라탕 큰사발,CS,0,351,90,NONGSHIM,6X3.56 OZ,Dry,6
08404K,SOON TOFU NOODLES (BIG BOWL),순두부 큰사발,CS,0,351,90,NONGSHIM,6X3.56 OZ,Dry,6
08405K,SQUID CHAMPONG RAMEN (BIG BOWL),오징어 짬뽕라면 (BIG BOWL),CS,29.34,275,90,NONGSHIM,12X3.56 OZ,Dry,12
08406K,NEOGURI UDON (4P_MILD SEAFOOD),너구리 (4P_순한맛),CS,47.74,275,90,NONGSHIM,8X4X4.23 OZ,Dry,8
08443K,BULDAK RAMEN (BIG BOWL),불닭 볶음면 큰컵,CS,15,285,90,SAMYANG,6X3.7 OZ,Dry,6
08444K,CARBONARA BULDAK RAMEN (BIG BOWL),까르보나라 불닭 볶음면 큰컵,CS,15,285,90,SAMYANG,6X3.7 OZ,Dry,6
08445K,MEP (BLACK PEPPER & BEEF FLAVOR),맵 (후추 & 고기맛),CS,45,285,90,SAMYANG,8X4X4.23 OZ,Dry,8
08446K,MEP (GARLIC & CLAM FLAVOR),맵 (마늘 & 조개맛),CS,45,285,90,SAMYANG,8X4X4.23 OZ,Dry,8
08447K,MEP (CILANTRO & CHICKEN FLAVOR),맵 (실란트로 & 치킨맛),CS,45,285,90,SAMYANG,8X4X4.23 OZ,Dry,8
08448K,TOMYUM BULDAK STEW TYPE RAMEN (5P),똠양 불닭 탕면 (5P),CS,48,285,90,SAMYANG,8X5X4.76 OZ,Dry,8
08449K,ROSE BULDAK W/ WIDE GLASS NOODLE(BIG BOWL),로제 불닭 납작 당면,CS,51,285,90,SAMYANG,12X5.98 OZ,Dry,12
08450K,SAMGYETANG RAMEN (BIG BOWL),삼계탕 라면 큰컵,CS,13.2,285,90,SAMYANG,6X3.7 OZ,Dry,6
08451K,BULGOGI RAMEN (BIG BOWL),불고기 라면 큰컵,CS,13.2,285,90,SAMYANG,6X4.23 OZ,Dry,6
08452K,TANGLE RAMEN (BULGOGI ALFREDO),탱글 라면 (불고기 파스타),CS,46,285,90,SAMYANG,8X4X3.81 OZ,Dry,8
08453K,GOMPAGHETTI,진국 곰파게티,CS,22,285,90,PALDO,4X4X3.88 OZ,Dry,4
08454K,LOBSTER RAMEN,랍스타 라면,CS,21,285,90,PALDO,4X4X4.23 OZ,Dry,4
08455K,SAMYANG RAMEN ORIGINAL (4P),삼양 라면 오리지널 (4P),CS,42,285,90,SAMYANG,8X4X4.23 OZ,Dry,8
08456K,LIGHT BULDAK RAMEN (5P),라이트 불닭 볶음면 (5P),CS,46,280,90,SAMYANG,8X5X3.88 OZ,Dry,8
08457K,TOMATO PASTA BULDAK RAMEN (5P),토마토 파스타 불닭 볶음면 (5P),CS,55,280,90,SAMYANG,8X5X4.94 OZ,Dry,8
08459K,KIMCHI  HOT CHICKEN RAMEN (BIG BOWL),김치 불닭 볶음면 (BIG BOWL),CS,40,280,90,SAMYANG,16X3.7 OZ,Dry,16
08460K,KIMCHI BULDAK RAMEN (5P),김치 불닭 볶음면 (5P),CS,55,280,90,SAMYANG,8X5X4.76 OZ,Dry,8
08462K,STEW TYPE BULDAK RAMEN (5P),불닭 볶음탕면 (5P),CS,55,280,90,SAMYANG,8X5X5.11 OZ,Dry,8
08464K,CURRY BULDAK RAMEN (5P),커리 불닭 볶음면 (5P),CS,55,285,90,SAMYANG,8X5X4.94 OZ,Dry,8
08465K,2X SPICY BULDAK RAMEN (5P),핵 불닭 볶음면 (5P),CS,55,280,90,SAMYANG,8X5X4.9 OZ,Dry,8
